Débitos,Fabricante,Modelo,Ano,Categoria,Couro,Combustivel,Volume_motor,Km,Cilindros,Tipo_cambio,Tração,Portas,Cor,Airbags,Preco,Numero_proprietarios,Data_ultima_lavagem,Adesivos_personalizados,Radio_AM_FM,Historico_troca_oleo,Idade,Km_por_ano,Dias_desde_ultima_lavagem,Km_imputado
0.0,MITSUBISHI,Pajero,1995,SUV,Sim,Gás Natural,3.5,199415.60205358264,6,Automatico,4x4,4-5,Branco,0,9722.0,3,2020-12-26,Não,FM,0,28,7121.985787627951,736,1
1675.0,FORD,Transit,2004,Microonibus,Nao,Diesel,2.0,200000.0,4,Manual,Dianteira,2-3,Branco,0,9722.0,1,2020-09-14,Não,FM,0,19,10526.315789473685,839,0
0.0,AUDI,A4,2003,Cupê,Nao,Diesel,2.0,260000.0,4,Manual,Dianteira,2-3,Prata,4,9722.0,3,2021-05-10,Não,AM,6,20,13000.0,601,0
0.0,MERCEDES-BENZ,E 320,2001,Sedan,Sim,Gasolina,3.2,218000.0,6,Tiptronic,Traseira,4-5,Preto,8,9722.0,3,2020-01-29,Sim,FM,4,22,9909.09090909091,1068,0
0.0,MERCEDES-BENZ,C 240,2001,Sedan,Sim,Gasolina,2.6,232457.7531115845,6,Tiptronic,Traseira,4-5,Preto,10,9722.0,1,2021-02-16,Sim,AM,4,22,10566.261505072021,684,1
0.0,PEUGEOT,307,2007,Hatchback,Nao,Gasolina,1.6,93000.0,4,Tiptronic,Dianteira,4-5,Azul,4,9722.0,4,2022-01-17,Não,AM,1,16,5812.5,349,0
609.0,TOYOTA,Camry,2018,Sedan,Sim,Híbrido,2.5,127515.0,4,Automatico,Dianteira,4-5,Preto,12,9722.0,3,2020-11-30,Não,AM/FM,3,5,25503.0,762,0
1267.0,TOYOTA,Aqua,2013,Hatchback,Nao,Híbrido,1.5,104000.0,4,Automatico,Dianteira,4-5,Azul,4,9722.0,5,2020-04-23,Sim,FM,9,10,10400.0,983,0
1051.0,HONDA,Accord,2016,Cupê,Sim,Gasolina,2.4,103467.0,4,Automatico,Dianteira,2-3,Branco,12,9722.0,2,2021-04-20,Não,FM,8,7,14781.0,621,0
609.0,TOYOTA,Camry,2018,Sedan,Sim,Híbrido,2.5,127515.0,4,Automatico,Dianteira,4-5,Preto,12,9722.0,2,2022-01-15,Não,FM,10,5,25503.0,351,0
0.0,MERCEDES-BENZ,E 220,2003,Sedan,Sim,Diesel,2.2,215000.0,4,Manual,Traseira,4-5,Azul,8,9722.0,2,2021-06-17,Não,AM/FM,9,20,10750.0,563,0
609.0,TOYOTA,Camry,2018,Sedan,Sim,Híbrido,2.5,127515.0,4,Automatico,Dianteira,4-5,Preto,12,9722.0,3,2021-03-10,Não,AM/FM,0,5,25503.0,662,0
746.0,TOYOTA,Prius prius,2009,Hatchback,Nao,Híbrido,1.5,185000.0,4,Variator,Dianteira,4-5,Branco,12,9722.0,3,2020-04-30,Não,FM,0,14,13214.285714285714,976,0
1515.0,FORD,Transit Connect,2005,Vagao de carga,Nao,Diesel,1.8,186721.1735847061,4,Manual,Dianteira,2-3,Prata,0,9722.0,3,2020-07-25,Sim,AM/FM,1,18,10373.398532483672,890,1
574.0,HONDA,Insight,2010,Hatchback,Nao,Híbrido,1.3,183000.0,4,Variator,Dianteira,4-5,Azul,9,9722.0,3,2021-11-27,Sim,FM,10,13,14076.923076923076,400,0
0.0,BMW,530 i,2000,Sedan,Nao,Gasolina,3.0,273000.0,6,Tiptronic,Traseira,4-5,Branco,10,9722.0,2,2022-01-14,Não,AM/FM,4,23,11869.565217391304,352,0
0.0,FORD,Transit,2003,Microonibus,Nao,Diesel,2.0,201771.57315399972,4,Manual,Dianteira,4-5,Vermelho,2,9722.0,2,2020-04-11,Não,FM,1,20,10088.578657699985,995,1
702.0,CHEVROLET,Aveo,2009,Hatchback,Nao,Gasolina,1.4,99500.0,4,Manual,Dianteira,4-5,Preto,8,9722.0,4,2021-05-12,Sim,AM,0,14,7107.142857142857,599,0
0.0,MITSUBISHI,Pajero IO,2001,SUV,Nao,Gasolina,2.0,25000.0,4,Manual,4x4,4-5,Preto,0,9722.0,2,2022-08-31,Não,AM,2,22,1136.3636363636363,123,0
761.0,TOYOTA,Prius,2010,Sedan,Nao,Híbrido,1.8,260000.0,4,Automatico,Dianteira,4-5,Prata,6,9722.0,2,2020-12-07,Sim,AM/FM,4,13,20000.0,755,0
609.0,TOYOTA,Camry,2018,Sedan,Sim,Híbrido,2.5,127515.0,4,Automatico,Dianteira,4-5,Preto,12,9722.0,4,2022-05-01,Sim,AM,8,5,25503.0,245,0
530.0,FORD,Fusion,2013,Sedan,Nao,Gasolina,1.6,201000.0,4,Tiptronic,Dianteira,4-5,Prata,12,9722.0,1,2022-05-27,Não,FM,3,10,20100.0,219,0
2410.0,CHEVROLET,Camaro,2010,Cupê,Sim,Gasolina,6.2,111274.0,8,Automatico,Traseira,2-3,Laranja,12,9722.0,3,2021-10-17,Não,AM/FM,7,13,8559.538461538461,441,0
0.0,FORD,Escape,2005,SUV,Nao,Gasolina,3.0,170000.0,6,Automatico,4x4,4-5,Verde,6,9722.0,4,2022-11-01,Sim,AM,1,18,9444.444444444445,61,0
891.0,BMW,328,2016,Sedan,Sim,Gasolina,2.0,70195.0,4,Automatico,Traseira,4-5,Branco,12,9722.0,5,2022-11-12,Sim,AM/FM,7,7,10027.857142857143,50,0
0.0,AUDI,A3,2004,Cupê,Sim,Diesel,2.0,260000.0,4,Manual,Dianteira,2-3,Prata,4,9722.0,4,2021-09-30,Não,FM,2,19,13684.21052631579,458,0
456.0,TOYOTA,Camry,2015,Sedan,Sim,Híbrido,2.5,241227.0,4,Automatico,Dianteira,4-5,Prata,12,9722.0,2,2020-09-17,Sim,AM/FM,1,8,30153.375,836,0
790.0,HYUNDAI,Elantra,2009,Sedan,Sim,Diesel,1.6,179740.0,4,Automatico,Dianteira,4-5,Prata,4,9747.0,3,2022-12-16,Não,AM/FM,9,14,12838.57142857143,16,0
707.0,FORD,Transit Connect,2011,Vagao de carga,Nao,Gasolina,2.0,161000.0,4,Automatico,Dianteira,4-5,Branco,5,9800.0,5,2021-11-15,Sim,AM,6,12,13416.666666666666,412,0
645.0,CHEVROLET,Cruze,2011,Sedan,Sim,Gasolina,1.8,164787.0,4,Automatico,Dianteira,4-5,Preto,4,9829.0,2,2021-04-17,Não,AM/FM,1,12,13732.25,624,0
363.0,CHEVROLET,Spark,2014,Hatchback,Sim,Gasolina,1.0,98861.0,4,Automatico,Dianteira,4-5,Azul,4,9832.0,1,2021-09-07,Sim,FM,8,9,10984.555555555555,481,0
707.0,CHEVROLET,Cruze,2011,Sedan,Sim,Diesel,2.0,169875.0,4,Automatico,Dianteira,4-5,Branco,4,9832.0,3,2021-05-26,Não,AM,9,12,14156.25,585,0
707.0,CHEVROLET,Cruze,2011,Sedan,Sim,Diesel,2.0,169875.0,4,Automatico,Dianteira,4-5,Branco,4,9832.0,4,2020-08-27,Sim,AM,10,12,14156.25,857,0
790.0,DAEWOO,Lacetti,2009,Sedan,Sim,Gasolina,1.6,94650.0,4,Automatico,Dianteira,4-5,Preto,4,9832.0,5,2022-06-23,Não,AM,5,14,6760.714285714285,192,0
1018.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.0,273186.0,6,Automatico,Traseira,4-5,Branco,12,9879.0,3,2020-02-18,Sim,FM,9,12,22765.5,1048,0
1018.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.0,273186.0,6,Automatico,Traseira,4-5,Branco,12,9879.0,3,2021-08-11,Não,FM,5,12,22765.5,508,0
1018.0,MERCEDES-BENZ,ML 350,2011,SUV,Sim,Diesel,3.0,275862.0,6,Automatico,4x4,4-5,Prata,12,9879.0,1,2022-01-16,Sim,AM,8,12,22988.5,350,0
915.0,MERCEDES-BENZ,ML 350,2014,SUV,Sim,Diesel,3.0,179054.0,6,Automatico,4x4,4-5,Branco,12,9879.0,3,2020-06-05,Não,AM/FM,4,9,19894.88888888889,940,0
781.0,VOLKSWAGEN,Passat,2012,Sedan,Sim,Gasolina,2.5,97383.74840467478,4,Tiptronic,Dianteira,4-5,Cinza,10,9879.0,4,2020-07-11,Sim,AM/FM,4,11,8853.068036788616,904,1
1327.0,TOYOTA,Camry,2018,Sedan,Sim,Gasolina,2.5,44845.0,4,Automatico,Dianteira,4-5,Marrom,12,9879.0,5,2020-05-22,Sim,AM/FM,1,5,8969.0,954,0
1018.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.0,273186.0,6,Automatico,Traseira,4-5,Branco,12,9879.0,2,2021-04-22,Não,FM,4,12,22765.5,619,0
1018.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.0,273186.0,6,Automatico,Traseira,4-5,Branco,12,9879.0,2,2022-06-08,Não,FM,5,12,22765.5,207,0
1018.0,MERCEDES-BENZ,ML 350,2011,SUV,Sim,Diesel,3.0,242747.46816568318,6,Automatico,4x4,4-5,Prata,12,9879.0,1,2022-05-01,Não,FM,1,12,20228.9556804736,245,1
1266.0,TOYOTA,Aqua,2014,Sedan,Nao,Híbrido,1.5,108000.0,4,Automatico,Dianteira,4-5,Prata,4,9879.0,5,2020-05-15,Sim,AM/FM,2,9,12000.0,961,0
1018.0,MERCEDES-BENZ,ML 350,2011,SUV,Sim,Diesel,3.0,275862.0,6,Automatico,4x4,4-5,Prata,12,9879.0,3,2021-07-25,Sim,AM/FM,1,12,22988.5,525,0
1058.0,TOYOTA,Highlander,2012,SUV,Sim,Híbrido,3.5,157211.0,6,Automatico,4x4,4-5,Branco,12,9879.0,4,2020-12-12,Sim,AM,9,11,14291.90909090909,750,0
1018.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.0,234100.53617580212,6,Automatico,Traseira,4-5,Branco,12,9879.0,5,2021-09-23,Sim,FM,1,12,19508.378014650178,465,1
426.0,FORD,Focus,2015,Sedan,Nao,Gasolina,1.0,54935.0,3,Manual,Dianteira,4-5,Preto,8,9879.0,1,2022-04-02,Sim,AM,5,8,6866.875,274,0
1018.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.0,273186.0,6,Automatico,Traseira,4-5,Branco,12,9879.0,4,2021-01-02,Não,AM/FM,0,12,22765.5,729,0
382.0,CHEVROLET,Volt,2017,Hatchback,Sim,Híbrido,1.5,115658.0,4,Automatico,Dianteira,4-5,Preto,12,9879.0,1,2022-08-15,Sim,AM,5,6,19276.333333333332,139,0
1058.0,TOYOTA,Highlander,2012,SUV,Sim,Híbrido,3.5,157211.0,6,Automatico,4x4,4-5,Branco,12,9879.0,4,2020-04-06,Não,AM/FM,2,11,14291.90909090909,1000,0
1018.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.0,273186.0,6,Automatico,Traseira,4-5,Branco,12,9879.0,2,2021-01-22,Sim,AM,1,12,22765.5,709,0
1018.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.0,273186.0,6,Automatico,Traseira,4-5,Branco,12,9879.0,4,2022-10-19,Sim,AM,0,12,22765.5,74,0
1024.0,HYUNDAI,H1,2010,Minivan,Sim,Diesel,2.5,78646.58498081853,4,Automatico,Dianteira,4-5,Prata,4,9888.0,5,2022-02-16,Não,AM,0,13,6049.73730621681,319,1
707.0,SSANGYONG,Actyon,2011,SUV,Sim,Diesel,2.0,76640.0,4,Automatico,Dianteira,4-5,Prata,4,9948.0,4,2021-07-18,Não,AM,8,12,6386.666666666667,532,0
0.0,MERCEDES-BENZ,Sprinter,1998,Microonibus,Sim,Gás Natural,3.2,800000.0,6,Manual,Traseira,4-5,Branco,2,10000.0,1,2021-02-11,Não,FM,6,25,32000.0,689,0
1268.0,HONDA,Insight,2012,Hatchback,Nao,Híbrido,1.5,102000.0,4,Automatico,Dianteira,4-5,Prata,8,10000.0,3,2022-03-08,Sim,AM,4,11,9272.727272727272,299,0
1266.0,TOYOTA,Aqua,2014,Hatchback,Nao,Híbrido,1.5,98000.0,4,Automatico,Dianteira,4-5,Marrom,2,10000.0,4,2022-09-29,Não,FM,9,9,10888.888888888889,94,0
0.0,TOYOTA,Vitz,2006,Hatchback,Nao,Gasolina,1.3,95000.0,4,Automatico,Dianteira,4-5,Prata,2,10000.0,2,2021-09-19,Não,FM,2,17,5588.235294117647,469,0
1268.0,HONDA,Fred,2012,Minivan,Nao,Gasolina,1.5,145000.0,4,Automatico,Dianteira,4-5,Prata,4,10000.0,5,2022-11-10,Sim,AM/FM,4,11,13181.818181818182,52,0
0.0,MERCEDES-BENZ,ML 320,1999,SUV,Sim,Gás Natural,3.5,229561.85450089726,6,Automatico,4x4,4-5,Preto,2,10000.0,4,2020-04-20,Não,AM,10,24,9565.077270870719,986,1
0.0,JEEP,Grand Cherokee,2001,SUV,Sim,Gás Natural,4.0,60000.0,6,Automatico,4x4,4-5,Preto,4,10000.0,3,2021-03-10,Sim,FM,1,22,2727.2727272727275,662,0
0.0,MERCEDES-BENZ,Vito,2006,Minivan,Nao,Diesel,2.2,242230.7393801248,4,Manual,Traseira,4-5,Azul,4,10000.0,3,2022-12-11,Sim,FM,6,17,14248.867022360282,21,1
0.0,NISSAN,Presage,2004,Minivan,Nao,Gás Natural,2.5,159798.73903154195,4,Automatico,4x4,4-5,Bege,4,10000.0,1,2020-05-11,Não,AM,4,19,8410.459949028524,965,1
0.0,NISSAN,Skyline,2007,Sedan,Sim,Gasolina,2.5,171739.78999787045,6,Tiptronic,4x4,4-5,Prata,6,10000.0,3,2020-12-17,Sim,AM/FM,2,16,10733.736874866903,745,1
0.0,MITSUBISHI,Pajero IO,2001,SUV,Nao,Gasolina,2.0,98000.0,4,Automatico,4x4,2-3,Prata,4,10000.0,2,2020-11-14,Sim,AM/FM,2,22,4454.545454545455,778,0
0.0,MITSUBISHI,Montero,2000,SUV,Sim,Gás Natural,3.5,188073.3841930752,6,Tiptronic,4x4,4-5,Branco,8,10036.0,5,2021-02-03,Não,AM/FM,5,23,8177.103660568488,697,1
0.0,MAZDA,MPV,2004,Minivan,Nao,Gás Natural,2.3,115000.0,4,Automatico,Dianteira,4-5,Cinza,2,10036.0,1,2020-02-14,Sim,AM/FM,6,19,6052.631578947368,1052,0
1267.0,TOYOTA,Aqua,2013,Hatchback,Nao,Híbrido,1.5,156000.0,4,Automatico,Dianteira,4-5,Prata,2,10036.0,2,2020-01-06,Sim,FM,1,10,15600.0,1091,0
1850.0,NISSAN,Murano,2008,SUV,Sim,Gasolina,3.5,218197.0,6,Automatico,4x4,4-5,Preto,6,10036.0,1,2020-10-15,Não,FM,4,15,14546.466666666667,808,0
0.0,MERCEDES-BENZ,E 36 AMG,2001,Sedan,Nao,Gasolina,2.0,230000.0,4,Manual,Traseira,4-5,Preto,12,10036.0,4,2022-01-29,Sim,AM/FM,6,22,10454.545454545454,337,0
0.0,INFINITI,FX45,2004,SUV,Sim,Gasolina,4.5,159868.25647506674,6,Tiptronic,Traseira,4-5,Cinza,6,10036.0,1,2020-07-16,Sim,AM,9,19,8414.118761845617,899,1
0.0,SUZUKI,SX4,2006,Hatchback,Nao,Gasolina,1.5,142000.0,4,Automatico,Dianteira,4-5,Laranja,4,10036.0,3,2020-11-12,Sim,AM/FM,6,17,8352.941176470587,780,0
988.0,TOYOTA,Prius,2007,Hatchback,Nao,Híbrido,1.5,153960.11355675737,4,Variator,Dianteira,4-5,Prata,8,10036.0,5,2020-10-30,Sim,AM/FM,5,16,9622.507097297335,793,1
1267.0,TOYOTA,Aqua S,2013,Hatchback,Nao,Híbrido,1.5,117000.0,4,Automatico,Dianteira,4-5,Branco,6,10036.0,5,2021-06-03,Sim,AM/FM,5,10,11700.0,577,0
0.0,TOYOTA,Vitz,2007,Sedan,Nao,Gasolina,1.0,126930.42152690917,3,Automatico,Dianteira,4-5,Prata,4,10036.0,2,2021-05-23,Sim,AM/FM,1,16,7933.151345431823,588,1
0.0,TOYOTA,RAV 4,2001,SUV,Sim,Gasolina,2.0,202000.0,4,Automatico,4x4,4-5,Prata,0,10036.0,5,2022-08-04,Não,AM,2,22,9181.818181818182,150,0
1268.0,TOYOTA,Aqua,2012,Sedan,Nao,Híbrido,1.5,120348.40189223293,4,Automatico,Dianteira,4-5,Prata,0,10036.0,5,2021-08-01,Não,AM,5,11,10940.763808384812,518,1
1832.0,MERCEDES-BENZ,Vito,2005,Vagao de carga,Nao,Diesel,2.2,360000.0,4,Manual,Traseira,4-5,Prata,4,10036.0,5,2021-03-06,Sim,FM,10,18,20000.0,666,0
1267.0,TOYOTA,Aqua,2013,Hatchback,Nao,Gasolina,1.5,105200.0,4,Automatico,Dianteira,4-5,Prata,4,10036.0,2,2022-01-04,Sim,FM,10,10,10520.0,362,0
0.0,NISSAN,Murano,2003,SUV,Sim,Gasolina,3.5,61000.0,6,Automatico,4x4,4-5,Dourado,12,10036.0,4,2022-09-29,Não,AM,5,20,3050.0,94,0
777.0,TOYOTA,Camry,2014,Sedan,Sim,Gasolina,2.5,267398.0,4,Automatico,Dianteira,4-5,Branco,10,10036.0,4,2021-03-12,Não,AM/FM,4,9,29710.88888888889,660,0
0.0,TOYOTA,Ist,2005,Hatchback,Nao,Gasolina,1.5,170000.0,4,Automatico,Dianteira,4-5,Branco,4,10036.0,3,2021-03-07,Sim,AM,2,18,9444.444444444445,665,0
474.0,FIAT,500,2013,Sedan,Sim,Gasolina,1.4,95000.0,4,Tiptronic,Dianteira,4-5,Vermelho,8,10036.0,1,2022-12-18,Sim,AM/FM,3,10,9500.0,14,0
0.0,HONDA,Integra,2005,Cupê,Nao,Gasolina,2.0,175574.98058546663,4,Manual,Dianteira,2-3,Prata,4,10036.0,1,2021-12-26,Sim,AM/FM,7,18,9754.16558808148,371,1
980.0,TOYOTA,Corolla,2018,Sedan,Sim,Gasolina,1.8,37878.0,4,Automatico,Dianteira,4-5,Prata,12,10036.0,1,2022-09-07,Não,AM,4,5,7575.6,116,0
0.0,TOYOTA,Prius,2006,Sedan,Nao,Gasolina,1.5,305600.0,4,Automatico,Dianteira,4-5,Branco,0,10036.0,5,2020-12-04,Não,FM,4,17,17976.470588235294,758,0
0.0,HONDA,FIT,2004,Hatchback,Nao,Gasolina,1.5,124234.0,4,Variator,Dianteira,4-5,Prata,2,10036.0,4,2022-02-14,Não,FM,10,19,6538.631578947368,321,0
585.0,TOYOTA,Prius,2013,Hatchback,Nao,Híbrido,1.8,113000.0,4,Automatico,Dianteira,4-5,Azul,12,10036.0,1,2021-10-23,Não,AM,9,10,11300.0,435,0
986.0,LEXUS,HS 250h,2010,Sedan,Sim,Híbrido,2.4,176530.38779809576,4,Tiptronic,Dianteira,4-5,Cinza,12,10036.0,1,2021-09-01,Não,AM/FM,8,13,13579.26059985352,487,1
0.0,TOYOTA,Prius,2005,Sedan,Nao,Híbrido,1.5,197000.0,4,Automatico,Dianteira,4-5,Prata,8,10036.0,2,2021-10-09,Sim,FM,9,18,10944.444444444445,449,0
0.0,NISSAN,Tiida,2005,Hatchback,Sim,Gasolina,1.5,148848.09017054748,4,Automatico,Dianteira,4-5,Prata,4,10036.0,1,2021-04-24,Não,AM,0,18,8269.338342808194,617,1
0.0,MERCEDES-BENZ,Vito,1999,Minivan,Nao,Gasolina,2.3,185000.0,4,Manual,Dianteira,4-5,Verde,2,10036.0,5,2022-06-28,Não,AM/FM,8,24,7708.333333333333,187,0
0.0,BMW,X5,2002,Sedan,Sim,Gasolina,3.0,220588.43577215023,6,Automatico,4x4,4-5,Cinza,8,10036.0,3,2020-04-16,Não,AM,10,21,10504.211227245249,990,1
0.0,TOYOTA,Prius,2007,Hatchback,Nao,Híbrido,1.5,257000.0,4,Automatico,Dianteira,4-5,Prata,8,10036.0,2,2020-05-28,Sim,FM,8,16,16062.5,948,0
0.0,SUBARU,Forester,2005,SUV,Nao,Gasolina,2.0,170025.0290430569,4,Tiptronic,4x4,4-5,Branco,12,10036.0,3,2022-04-28,Não,AM,6,18,9445.834946836494,248,1
879.0,HYUNDAI,Accent,2019,Sedan,Sim,Gasolina,1.6,29538.772896254522,4,Automatico,Dianteira,4-5,Cinza,12,10036.0,2,2022-03-23,Sim,FM,6,4,7384.693224063631,284,1
843.0,TOYOTA,Prius,2008,Sedan,Nao,Híbrido,1.5,180000.0,4,Automatico,Dianteira,4-5,Preto,0,10036.0,5,2022-05-26,Sim,AM,9,15,12000.0,220,0
0.0,TOYOTA,Prius,2008,Hatchback,Nao,Híbrido,1.5,384000.0,4,Variator,Dianteira,4-5,Branco,0,10036.0,4,2021-02-02,Sim,AM/FM,6,15,25600.0,698,0
1855.0,HONDA,Step Wagon,2011,Minivan,Nao,Gasolina,2.0,110000.0,4,Automatico,Dianteira,4-5,Branco,0,10036.0,2,2020-03-13,Não,AM/FM,8,12,9166.666666666666,1024,0
843.0,RENAULT,Scenic,2008,Minivan,Nao,Diesel,1.5,173000.0,4,Manual,Dianteira,4-5,Azul,12,10036.0,3,2020-11-01,Não,AM,3,15,11533.333333333334,791,0
0.0,OPEL,Meriva,2006,Universal,Nao,Gasolina,1.6,163673.74888148814,4,Tiptronic,Dianteira,4-5,Prata,6,10036.0,5,2021-03-17,Sim,AM,6,17,9627.867581264009,655,1
0.0,TOYOTA,Altezza,2001,Sedan,Nao,Gasolina,2.0,160000.0,4,Tiptronic,Traseira,4-5,Azul,2,10036.0,1,2022-07-24,Não,AM,8,22,7272.727272727273,161,0
0.0,FORD,Escape HYBRID,2008,SUV,Sim,Híbrido,2.3,313600.0,4,Automatico,4x4,4-5,Azul,6,10036.0,5,2021-08-31,Não,AM/FM,3,15,20906.666666666668,488,0
494.0,MITSUBISHI,Mirage,2015,Hatchback,Nao,Gasolina,1.2,66793.22455556534,3,Tiptronic,Dianteira,4-5,Azul,16,10036.0,4,2020-03-24,Não,AM/FM,3,8,8349.153069445667,1013,1
0.0,AUDI,A4,2002,Sedan,Sim,Gasolina,1.8,324000.0,4,Tiptronic,4x4,4-5,Prata,4,10036.0,4,2020-04-18,Não,AM/FM,10,21,15428.57142857143,988,0
0.0,SUZUKI,SX4,2008,Hatchback,Nao,Gás Natural,3.7,200000.0,6,Automatico,4x4,4-5,Azul,2,10036.0,4,2022-11-26,Sim,FM,7,15,13333.333333333334,36,0
843.0,TOYOTA,Prius,2008,Hatchback,Nao,Híbrido,1.5,132800.0,4,Variator,Dianteira,4-5,Verde,8,10036.0,5,2021-12-24,Não,AM,2,15,8853.333333333334,373,0
531.0,FORD,Fiesta,2012,Hatchback,Nao,Gasolina,1.6,107200.0,4,Automatico,Dianteira,4-5,Preto,12,10036.0,2,2021-09-13,Sim,AM,10,11,9745.454545454546,475,0
0.0,TOYOTA,Vitz,2006,Hatchback,Nao,Gasolina,1.3,151000.0,4,Variator,Dianteira,4-5,Prata,0,10036.0,3,2022-12-13,Sim,AM,10,17,8882.35294117647,19,0
0.0,MERCEDES-BENZ,C 200 Kompressor,2000,Sedan,Nao,Gasolina,2.0,199000.0,4,Automatico,Traseira,4-5,Preto,9,10036.0,2,2022-10-12,Não,AM,8,23,8652.173913043478,81,0
0.0,VOLKSWAGEN,Passat,2007,Sedan,Sim,Gasolina,2.0,222500.0,4,Tiptronic,Dianteira,4-5,Verde,8,10036.0,3,2021-07-21,Não,FM,4,16,13906.25,529,0
642.0,FORD,Focus,2012,Sedan,Nao,Gasolina,2.0,87000.0,4,Automatico,Dianteira,4-5,Cinza,0,10036.0,1,2020-02-02,Não,AM/FM,6,11,7909.090909090909,1064,0
988.0,TOYOTA,Prius,2007,Hatchback,Nao,Híbrido,1.5,166163.2240306422,4,Automatico,Dianteira,4-5,Cinza,8,10036.0,1,2021-05-22,Não,FM,8,16,10385.201501915137,589,1
0.0,MITSUBISHI,Pajero,2000,SUV,Sim,Gás Natural,3.5,184878.14391177622,6,Tiptronic,4x4,4-5,Branco,0,10036.0,3,2020-03-06,Sim,AM/FM,4,23,8038.180170077227,1031,1
1110.0,HONDA,FIT,2013,Hatchback,Nao,Híbrido,1.3,111838.27735115368,4,Automatico,Dianteira,4-5,Prata,4,10036.0,5,2020-06-03,Não,FM,10,10,11183.827735115368,942,1
0.0,MERCEDES-BENZ,A 200,2005,Hatchback,Sim,Gasolina,2.0,175452.81297415376,4,Tiptronic,Dianteira,4-5,Prata,6,10036.0,3,2020-01-16,Sim,AM,5,18,9747.378498564098,1081,1
0.0,MERCEDES-BENZ,C 200,2001,Sedan,Nao,Gasolina,2.0,205000.0,4,Manual,Traseira,4-5,Azul,5,10036.0,2,2022-06-01,Não,FM,6,22,9318.181818181818,214,0
0.0,BMW,320,2000,Sedan,Nao,Gasolina,2.2,200000.0,6,Tiptronic,Traseira,4-5,Prata,6,10036.0,3,2020-02-10,Sim,FM,1,23,8695.652173913044,1056,0
0.0,BMW,330,2003,Sedan,Sim,Gasolina,3.0,203453.5129940274,6,Manual,Traseira,4-5,Preto,6,10036.0,1,2020-08-20,Sim,FM,4,20,10172.67564970137,864,1
843.0,TOYOTA,Prius,2008,Hatchback,Nao,Gasolina,1.5,141668.88187427563,4,Automatico,Dianteira,4-5,Branco,12,10036.0,3,2020-07-22,Não,FM,10,15,9444.592124951709,893,1
0.0,VOLKSWAGEN,Jetta,2008,Sedan,Nao,Gasolina,2.5,122400.0,6,Manual,Dianteira,4-5,Preto,8,10036.0,3,2022-03-23,Não,FM,3,15,8160.0,284,0
0.0,UAZ,31514,1987,SUV,Sim,Gasolina,2.0,171971.99608836372,4,Manual,4x4,4-5,Verde,4,10036.0,2,2022-08-04,Não,AM/FM,0,36,4776.9998913434365,150,1
0.0,VOLKSWAGEN,Caddy,2007,Vagao de carga,Nao,Diesel,2.0,210000.0,4,Manual,Dianteira,>5,Azul,2,10036.0,1,2021-12-31,Sim,AM/FM,3,16,13125.0,366,0
475.0,CHEVROLET,Cruze,2012,Sedan,Nao,Gasolina,1.4,116289.58886768339,4,Tiptronic,Dianteira,4-5,Cinza,10,10036.0,1,2021-12-29,Sim,AM/FM,7,11,10571.780806153036,368,1
1107.0,OPEL,Astra H,2007,Sedan,Sim,Diesel,1.7,200000.0,4,Manual,Dianteira,4-5,Cinza,12,10036.0,3,2022-10-08,Não,AM/FM,7,16,12500.0,85,0
585.0,VOLKSWAGEN,Passat SEL,2013,Sedan,Sim,Gasolina,1.8,62022.0,4,Tiptronic,Dianteira,4-5,Azul,10,10036.0,2,2020-08-24,Não,AM,6,10,6202.2,860,0
1018.0,BMW,X5,2011,SUV,Sim,Diesel,3.0,207694.0,6,Automatico,4x4,4-5,Preto,0,10036.0,3,2022-04-30,Não,FM,0,12,17307.833333333332,246,0
0.0,TOYOTA,Prius,2008,Hatchback,Nao,Híbrido,1.5,222061.0,4,Automatico,Dianteira,4-5,Vermelho,4,10036.0,5,2022-03-26,Não,AM/FM,7,15,14804.066666666668,281,0
966.0,CHEVROLET,Lacetti,2009,Sedan,Sim,Diesel,2.0,186836.0,4,Automatico,Dianteira,4-5,Cinza,4,10092.0,1,2021-03-18,Sim,AM/FM,10,14,13345.42857142857,654,0
0.0,MITSUBISHI,Pajero,1998,SUV,Nao,Gasolina,3.0,186268.3771144366,6,Manual,4x4,4-5,Azul,2,10100.0,3,2022-05-20,Não,AM,10,25,7450.735084577464,226,1
687.0,HYUNDAI,Elantra,2010,Sedan,Sim,Gasolina,1.6,72000.0,4,Automatico,Dianteira,4-5,Branco,4,10117.0,1,2022-02-09,Não,FM,1,13,5538.461538461538,326,0
687.0,HYUNDAI,Elantra,2010,Sedan,Sim,Gasolina,1.6,72000.0,4,Automatico,Dianteira,4-5,Branco,4,10117.0,4,2022-08-29,Sim,AM/FM,10,13,5538.461538461538,125,0
