Preco,Preco_Predito,Erro,Erro_Absoluto
20385,20151,234,234
17663,19500,-1837,1837
23828,22383,1445,1445
32045,29765,2280,2280
470,8595,-8125,8125
15681,13753,1928,1928
16151,17275,-1124,1124
12544,7372,5172,5172
14113,17537,-3424,3424
43576,41716,1860,1860
13328,3196,10132,10132
17249,21064,-3815,3815
8154,4021,4133,4133
23521,21619,1902,1902
,14769,,
14740,14889,-149,149
251,1965,-1714,1714
25456,22655,2801,2801
22894,18410,4484,4484
21953,38701,-16748,16748
78048,62198,15850,15850
30734,23022,7712,7712
87927,89078,-1151,1151
5018,38415,-33397,33397
22621,23042,-421,421
49174,44222,4952,4952
7213,11306,-4093,4093
32929,28554,4375,4375
17158,18128,-970,970
23436,29162,-5726,5726
16480,15683,797,797
12388,12729,-341,341
17562,14839,2723,2723
188,5058,-4870,4870
314,4612,-4298,4298
21639,29852,-8213,8213
33556,26026,7530,7530
18503,13021,5482,5482
17876,13020,4856,4856
6586,8675,-2089,2089
2430,24948,-22518,22518
12388,5912,6476,6476
16894,15716,1178,1178
5000,149838,-144838,144838
10976,8448,2528,2528
17876,23247,-5371,5371
6586,7676,-1090,1090
11133,7027,4106,4106
43952,43225,727,727
157,2828,-2671,2671
5645,7216,-1571,1571
20385,15594,4791,4791
2822,6283,-3461,3461
,45995,,
20,7234,-7214,7214
314,14519,-14205,14205
37580,41288,-3708,3708
87999,94118,-6119,6119
7683,10311,-2628,2628
9747,10435,-688,688
40092,42097,-2005,2005
11604,12126,-522,522
17249,12633,4616,4616
89379,34773,54606,54606
10036,16514,-6478,6478
13764,18347,-4583,4583
11290,26247,-14957,14957
7213,6967,246,246
22580,16660,5920,5920
11412,11769,-357,357
27435,30567,-3132,3132
67426,45221,22205,22205
6895,7975,-1080,1080
25402,22517,2885,2885
18503,23298,-4795,4795
54882,19408,35474,35474
12184,10668,1516,1516
19030,19451,-421,421
26858,19803,7055,7055
9722,6149,3573,3573
15994,16837,-843,843
27911,33719,-5808,5808
24462,16485,7977,7977
12544,13174,-630,630
84675,25723,58952,58952
5800,9136,-3336,3336
100,21825,-21725,21725
34074,33525,549,549
12231,11224,1007,1007
14831,25718,-10887,10887
1646,3128,-1482,1482
11290,9713,1577,1577
29950,45809,-15859,15859
19757,17263,2494,2494
43545,32526,11019,11019
9879,10571,-692,692
29166,39079,-9913,9913
6899,13991,-7092,7092
9408,8465,943,943
125,4539,-4414,4414
38731,45840,-7109,7109
20071,15469,4602,4602
1019,6773,-5754,5754
21639,41960,-20321,20321
39226,41110,-1884,1884
52034,48911,3123,3123
5645,5611,34,34
,3637,,
43952,41317,2635,2635
15681,15055,626,626
30,2913,-2883,2883
10036,9089,947,947
21953,21897,56,56
2744,4609,-1865,1865
6500,9078,-2578,2578
10976,12804,-1828,1828
7056,7764,-708,708
12717,11679,1038,1038
2901,1838,1063,1063
17562,24821,-7259,7259
23521,17928,5593,5593
14113,20984,-6871,6871
39797,16898,22899,22899
3763,3611,152,152
392,1422,-1030,1030
52853,46580,6273,6273
5331,6274,-943,943
862,20248,-19386,19386
36228,31024,5204,5204
12544,15680,-3136,3136
52959,48919,4040,4040
2195,4918,-2723,2723
40092,42435,-2343,2343
110,1660,-1550,1550
3058,9673,-6615,6615
6272,17378,-11106,11106
18817,10265,8552,8552
14700,17336,-2636,2636
10820,10020,800,800
549,2667,-2118,2118
627,10967,-10340,10340
17249,20332,-3083,3083
23521,22592,929,929
13485,19839,-6354,6354
15053,14124,929,929
3920,17098,-13178,13178
25716,28753,-3037,3037
100355,88829,11526,11526
24327,28811,-4484,4484
6586,16990,-10404,10404
6586,6657,-71,71
22715,18707,4008,4008
282,8710,-8428,8428
47,4776,-4729,4729
188,353,-165,165
5225,8762,-3537,3537
20385,23078,-2693,2693
470,4439,-3969,3969
157,8952,-8795,8795
19416,15500,3916,3916
3763,4119,-356,356
20385,16255,4130,4130
470,4055,-3585,3585
19130,14694,4436,4436
24029,20754,3275,3275
6899,9981,-3082,3082
15681,14424,1257,1257
55343,62372,-7029,7029
53314,33534,19780,19780
2000,4746,-2746,2746
941,3087,-2146,2146
13485,10502,2983,2983
11133,8397,2736,2736
3293,4381,-1088,1088
5642,4216,1426,1426
84675,77639,7036,7036
,15021,,
51746,23041,28705,28705
6125,6699,-574,574
4500,4180,320,320
1490,3711,-2221,2221
16308,11537,4771,4771
10976,9837,1139,1139
,19322,,
4500,8664,-4164,4164
470,2676,-2206,2206
7527,7996,-469,469
12231,15871,-3640,3640
14113,20426,-6313,6313
14269,2347,11922,11922
31,1650,-1619,1619
11917,11057,860,860
15524,18545,-3021,3021
13172,17506,-4334,4334
12544,12956,-412,412
22894,13269,9625,9625
6586,9801,-3215,3215
12500,13099,-599,599
7840,6169,1671,1671
141124,26751,114373,114373
470,4674,-4204,4204
20385,17967,2418,2418
11604,17837,-6233,6233
1490,9596,-8106,8106
549,1367,-818,818
862,7981,-7119,7119
22357,22245,112,112
24775,25019,-244,244
32973,31972,1001,1001
3920,5150,-1230,1230
1646,3527,-1881,1881
784,3637,-2853,2853
21639,17995,3644,3644
50018,33718,16300,16300
12231,14949,-2718,2718
27463,30510,-3047,3047
784,2745,-1961,1961
13172,13798,-626,626
15323,15791,-468,468
392,6064,-5672,5672
39201,14351,24850,24850
23521,18471,5050,5050
18817,20039,-1222,1222
5645,7012,-1367,1367
15681,13159,2522,2522
11604,11168,436,436
48403,45712,2691,2691
68053,47814,20239,20239
24571,21404,3167,3167
11604,11360,244,244
20385,20006,379,379
12544,8468,4076,4076
11300,13468,-2168,2168
36065,44347,-8282,8282
4234,3658,576,576
7527,14663,-7136,7136
1803,1110,693,693
22260,19270,2990,2990
9252,9151,101,101
36808,32613,4195,4195
9408,11352,-1944,1944
25716,35520,-9804,9804
6899,7238,-339,339
1019,1608,-589,589
17000,21408,-4408,4408
10000,9790,210,210
81539,60590,20949,20949
17249,15105,2144,2144
14426,18020,-3594,3594
29793,26629,3164,3164
17876,16515,1361,1361
314,2731,-2417,2417
29793,23073,6720,6720
6586,8066,-1480,1480
11917,17210,-5293,5293
29166,7372,21794,21794
,3725,,
16308,17624,-1316,1316
,17953,,
33243,21769,11474,11474
2117,3371,-1254,1254
16621,14648,1973,1973
8781,9867,-1086,1086
45044,44605,439,439
392,3367,-2975,2975
26030,20533,5497,5497
15681,17461,-1780,1780
784,12527,-11743,11743
30,1804,-1774,1774
25729,31178,-5449,5449
28000,24979,3021,3021
8154,6259,1895,1895
3136,4788,-1652,1652
16308,17642,-1334,1334
7840,9091,-1251,1251
12231,15209,-2978,2978
470,1824,-1354,1354
1176,7098,-5922,5922
42218,49545,-7327,7327
18973,15816,3157,3157
,20757,,
2352,3987,-1635,1635
1803,8704,-6901,6901
28821,35120,-6299,6299
24775,6829,17946,17946
43905,18731,25174,25174
8781,20537,-11756,11756
392,2956,-2564,2564
5645,7784,-2139,2139
15681,21524,-5843,5843
,3143,,
12858,10552,2306,2306
33741,33837,-96,96
6429,6360,69,69
4077,2828,1249,1249
50196,43205,6991,6991
23521,20012,3509,3509
12701,10323,2378,2378
1803,10623,-8820,8820
1019,2815,-1796,1796
19924,34971,-15047,15047
6586,6275,311,311
706,2618,-1912,1912
9408,3861,5547,5547
29166,25192,3974,3974
38217,24938,13279,13279
14426,15481,-1055,1055
18826,17815,1011,1011
19943,23459,-3516,3516
17249,18210,-961,961
23521,33325,-9804,9804
9361,17413,-8052,8052
39750,34774,4976,4976
314,1537,-1223,1223
157,2744,-2587,2587
8154,10109,-1955,1955
14113,10014,4099,4099
31361,18516,12845,12845
25032,53037,-28005,28005
784,12978,-12194,12194
23994,34420,-10426,10426
36711,17875,18836,18836
549,89540,-88991,88991
48296,3235,45061,45061
36997,69576,-32579,32579
4861,4876,-15,15
282,349,-67,67
14247,14859,-612,612
10036,16860,-6824,6824
14113,28144,-14031,14031
34497,27621,6876,6876
3136,9119,-5983,5983
35438,28359,7079,7079
19287,18182,1105,1105
3293,3172,121,121
62722,79138,-16416,16416
6899,8677,-1778,1778
22106,16406,5700,5700
18817,10854,7963,7963
6586,6688,-102,102
13642,10635,3007,3007
13172,59574,-46402,46402
,1853,,
470,7571,-7101,7101
3136,6398,-3262,3262
25089,23998,1091,1091
30,2218,-2188,2188
11760,19500,-7740,7740
314,1941,-1627,1627
14113,14143,-30,30
10976,9210,1766,1766
22000,25986,-3986,3986
6586,7324,-738,738
7500,16397,-8897,8897
2509,2037,472,472
1019,6249,-5230,5230
14740,14035,705,705
862,2873,-2011,2011
9800,13534,-3734,3734
20385,20056,329,329
7000,5562,1438,1438
31,991,-960,960
26971,15825,11146,11146
18817,15473,3344,3344
,52235,,
3763,120353,-116590,116590
16935,19379,-2444,2444
118676,100914,17762,17762
22693,22599,94,94
2744,4609,-1865,1865
706,3745,-3039,3039
20385,29698,-9313,9313
19444,15132,4312,4312
282,2624,-2342,2342
47957,38906,9051,9051
21109,28251,-7142,7142
20432,19852,580,580
68994,11904,57090,57090
8467,8190,277,277
627,20143,-19516,19516
42337,47525,-5188,5188
17876,21846,-3970,3970
18189,19881,-1692,1692
27755,24676,3079,3079
,16237,,
16599,15605,994,994
27259,23575,3684,3684
2352,2972,-620,620
7840,10025,-2185,2185
8467,10824,-2357,2357
392,11131,-10739,10739
18817,18176,641,641
4679,6427,-1748,1748
3607,1759,1848,1848
3293,2714,579,579
350,33791,-33441,33441
13799,15827,-2028,2028
94083,99592,-5509,5509
27441,45476,-18035,18035
30,6419,-6389,6389
28225,29135,-910,910
1803,3046,-1243,1243
26861,19549,7312,7312
6586,7362,-776,776
34811,51719,-16908,16908
,13073,,
470,2704,-2234,2234
90,20550,-20460,20460
392,4600,-4208,4208
7527,21704,-14177,14177
3293,2475,818,818
11604,18974,-7370,7370
49848,64051,-14203,14203
17562,25565,-8003,8003
21012,21990,-978,978
12544,9073,3471,3471
16621,16731,-110,110
10976,13683,-2707,2707
,974,,
314,2104,-1790,1790
56340,33311,23029,23029
41886,38512,3374,3374
6586,3921,2665,2665
9565,6493,3072,3072
,8378,,
21796,30685,-8889,8889
9252,6115,3137,3137
19757,67728,-47971,47971
54882,33069,21813,21813
23521,16166,7355,7355
314,1175,-861,861
9722,8518,1204,1204
40926,44353,-3427,3427
862,2873,-2011,2011
45633,42850,2783,2783
10976,9922,1054,1054
706,63515,-62809,62809
157,3388,-3231,3231
35344,34087,1257,1257
20698,20727,-29,29
24775,22050,2725,2725
15681,17746,-2065,2065
,13737,,
32311,34008,-1697,1697
68681,52667,16014,16014
7527,13822,-6295,6295
13667,9688,3979,3979
40769,9359,31410,31410
,36977,,
14113,17583,-3470,3470
14113,29584,-15471,15471
16465,20663,-4198,4198
42651,24617,18034,18034
7840,6262,1578,1578
15323,18245,-2922,2922
21326,4538,16788,16788
22063,22322,-259,259
5018,9987,-4969,4969
,1824,,
6272,4657,1615,1615
941,3358,-2417,2417
36711,40531,-3820,3820
31581,33044,-1463,1463
12388,2564,9824,9824
8154,7280,874,874
13172,9690,3482,3482
392,2884,-2492,2492
20385,23724,-3339,3339
15423,13235,2188,2188
4234,2661,1573,1573
27065,23543,3522,3522
10192,9596,596,596
78403,41222,37181,37181
33575,33793,-218,218
40142,26308,13834,13834
11917,15336,-3419,3419
470,3776,-3306,3306
16778,16168,610,610
8154,6412,1742,1742
70,11730,-11660,11660
37984,35947,2037,2037
7840,7924,-84,84
72130,17326,54804,54804
392,1798,-1406,1406
59272,96178,-36906,36906
4391,4626,-235,235
392,3840,-3448,3448
7213,7718,-505,505
27065,22943,4122,4122
18826,18039,787,787
17876,18271,-395,395
,11670,,
6899,7759,-860,860
,3612,,
13956,17234,-3278,3278
27654,25294,2360,2360
10663,11024,-361,361
18817,17353,1464,1464
1568,4420,-2852,2852
5645,7419,-1774,1774
470,4102,-3632,3632
13231,14241,-1010,1010
8781,7842,939,939
,6051,,
3293,7358,-4065,4065
20071,19437,634,634
24123,30766,-6643,6643
2500,7287,-4787,4787
251,2194,-1943,1943
17249,20677,-3428,3428
,14382,,
470,4102,-3632,3632
1,8448,-8447,8447
15718,19169,-3451,3451
13291,7280,6011,6011
13172,13376,-204,204
157,8952,-8795,8795
706,2004,-1298,1298
36065,39164,-3099,3099
549,8239,-7690,7690
23521,17928,5593,5593
17249,13044,4205,4205
18817,68311,-49494,49494
941,2323,-1382,1382
54568,38169,16399,16399
862,1687,-825,825
470,9709,-9239,9239
157,13974,-13817,13817
12544,7430,5114,5114
1254,3969,-2715,2715
10976,14895,-3919,3919
5959,6945,-986,986
6586,3757,2829,2829
26657,28455,-1798,1798
50,11932,-11882,11882
35124,27404,7720,7720
18189,16164,2025,2025
1568,2649,-1081,1081
941,2862,-1921,1921
63976,113634,-49658,49658
627,4105,-3478,3478
62992,62222,770,770
12544,12531,13,13
23536,22599,937,937
37984,40051,-2067,2067
47,4776,-4729,4729
17876,15729,2147,2147
30734,23022,7712,7712
8154,8682,-528,528
3450,6748,-3298,3298
470,1824,-1354,1354
1725,2524,-799,799
47042,44900,2142,2142
1803,1741,62,62
1882,6923,-5041,5041
314,3358,-3044,3044
25299,22656,2643,2643
20385,31647,-11262,11262
5959,4973,986,986
39201,26183,13018,13018
314,1905,-1591,1591
50,12643,-12593,12593
7527,8463,-936,936
16932,16161,771,771
3763,5271,-1508,1508
6272,5419,853,853
20385,19834,551,551
25889,22197,3692,3692
11290,42713,-31423,31423
20385,17145,3240,3240
7213,10794,-3581,3581
40456,30858,9598,9598
13485,17001,-3516,3516
32929,15615,17314,17314
706,1302,-596,596
188,3090,-2902,2902
10932,9047,1885,1885
21012,23827,-2815,2815
25889,19381,6508,6508
39829,36689,3140,3140
17876,18100,-224,224
14583,8721,5862,5862
3136,1711,1425,1425
9000,15238,-6238,6238
6899,10606,-3707,3707
,65224,,
20610,13564,7046,7046
15681,2212,13469,13469
9408,6115,3293,3293
6899,4919,1980,1980
7840,12855,-5015,5015
39044,37343,1701,1701
23521,5040,18481,18481
549,10315,-9766,9766
,53674,,
22200,41612,-19412,19412
251,7938,-7687,7687
941,2726,-1785,1785
2587,3545,-958,958
18503,17988,515,515
28909,28527,382,382
94083,56374,37709,37709
36802,32659,4143,4143
470,6007,-5537,5537
27259,31058,-3799,3799
21326,16656,4670,4670
9565,7240,2325,2325
470,4055,-3585,3585
10976,12558,-1582,1582
5018,4451,567,567
16308,35185,-18877,18877
30351,28907,1444,1444
47201,51979,-4778,4778
20,2270,-2250,2250
9408,14887,-5479,5479
32302,34570,-2268,2268
14113,13496,617,617
15681,20411,-4730,4730
9408,8971,437,437
125,9626,-9501,9501
30784,32300,-1516,1516
706,1175,-469,469
15994,6031,9963,9963
3136,3843,-707,707
14113,6464,7649,7649
10036,10201,-165,165
26324,21183,5141,5141
16935,14149,2786,2786
,30871,,
22580,22779,-199,199
8938,3465,5473,5473
11604,16784,-5180,5180
29166,34757,-5591,5591
7213,11198,-3985,3985
23207,29414,-6207,6207
16320,19059,-2739,2739
6272,8476,-2204,2204
8781,2935,5846,5846
8500,7822,678,678
46101,38964,7137,7137
3293,3347,-54,54
4077,2492,1585,1585
19121,18510,611,611
41221,40085,1136,1136
784,3637,-2853,2853
,25965,,
9252,11200,-1948,1948
24775,18006,6769,6769
392,3863,-3471,3471
,909,,
12544,7333,5211,5211
9408,13116,-3708,3708
16383,19226,-2843,2843
314,1984,-1670,1670
94083,105331,-11248,11248
14113,15243,-1130,1130
18033,34482,-16449,16449
22800,19695,3105,3105
57108,41922,15186,15186
18817,17740,1077,1077
5018,5132,-114,114
7213,9329,-2116,2116
12231,9885,2346,2346
747813,9066,738747,738747
13956,13191,765,765
2430,8625,-6195,6195
78403,34994,43409,43409
14740,13758,982,982
,2406,,
4861,1240,3621,3621
21012,17838,3174,3174
627,4544,-3917,3917
470,3507,-3037,3037
19130,11790,7340,7340
11917,4729,7188,7188
17876,14078,3798,3798
28830,19584,9246,9246
26657,20798,5859,5859
17249,20139,-2890,2890
61154,68325,-7171,7171
15872,19467,-3595,3595
10000,10460,-460,460
7840,7818,22,22
5900,8720,-2820,2820
51118,148344,-97226,97226
24148,33931,-9783,9783
29793,10072,19721,19721
19184,21677,-2493,2493
9408,6951,2457,2457
35124,28631,6493,6493
12544,10139,2405,2405
,19426,,
14454,18054,-3600,3600
941,3120,-2179,2179
125,2434,-2309,2309
26030,23772,2258,2258
7213,18014,-10801,10801
30,8544,-8514,8514
314,2104,-1790,1790
10976,19051,-8075,8075
12074,17577,-5503,5503
26770,24980,1790,1790
19444,7922,11522,11522
627,15621,-14994,14994
25402,16840,8562,8562
10976,10119,857,857
31581,33416,-1835,1835
1098,1941,-843,843
11133,21360,-10227,10227
15367,13045,2322,2322
1176,5219,-4043,4043
18189,24906,-6717,6717
12544,19663,-7119,7119
14113,16086,-1973,1973
12500,9945,2555,2555
2822,4756,-1934,1934
7213,7922,-709,709
12388,5912,6476,6476
470,3670,-3200,3200
110,1785,-1675,1675
18817,17593,1224,1224
15612,18293,-2681,2681
23521,26120,-2599,2599
706,3745,-3039,3039
25089,33347,-8258,8258
52856,56408,-3552,3552
706,1520,-814,814
18189,14704,3485,3485
8147,9244,-1097,1097
8781,7907,874,874
25716,18854,6862,6862
549,6150,-5601,5601
14426,10349,4077,4077
3920,5279,-1359,1359
20071,22838,-2767,2767
7840,7696,144,144
2000,5970,-3970,3970
12388,5912,6476,6476
13796,16270,-2474,2474
16621,16242,379,379
251,2194,-1943,1943
28532,21342,7190,7190
3607,5235,-1628,1628
3920,2221,1699,1699
1960,2673,-713,713
56136,30449,25687,25687
11917,16649,-4732,4732
51802,66282,-14480,14480
13630,17365,-3735,3735
17876,18787,-911,911
1803,1110,693,693
14740,10581,4159,4159
14426,12525,1901,1901
,15623,,
392,3706,-3314,3314
12544,15903,-3359,3359
8075,15758,-7683,7683
16935,19427,-2492,2492
21639,17234,4405,4405
188,4654,-4466,4466
14740,29085,-14345,14345
11604,16632,-5028,5028
392,1582,-1190,1190
10976,13407,-2431,2431
16621,17804,-1183,1183
67426,9903,57523,57523
7500,6268,1232,1232
706,3539,-2833,2833
31317,32197,-880,880
20385,19351,1034,1034
16621,15297,1324,1324
627,3529,-2902,2902
11604,10659,945,945
16621,16159,462,462
8467,4768,3699,3699
20526,23572,-3046,3046
,21451,,
23207,22086,1121,1121
6272,7735,-1463,1463
12231,22854,-10623,10623
16308,19360,-3052,3052
42883,41083,1800,1800
7840,9296,-1456,1456
2587,4237,-1650,1650
90947,52325,38622,38622
18189,16161,2028,2028
5811,5838,-27,27
5000,2696,2304,2304
7213,6914,299,299
15834,15410,424,424
11000,11706,-706,706
7213,6967,246,246
34074,33773,301,301
61154,67599,-6445,6445
45674,33864,11810,11810
1882,2735,-853,853
,20557,,
627,2263,-1636,1636
54882,62706,-7824,7824
1646,3792,-2146,2146
24596,15113,9483,9483
18817,10591,8226,8226
16308,13937,2371,2371
23800,39881,-16081,16081
62948,57180,5768,5768
13485,17236,-3751,3751
50,7769,-7719,7719
17249,18954,-1705,1705
14113,10892,3221,3221
627,2263,-1636,1636
59586,36567,23019,23019
40769,31878,8891,8891
6899,7906,-1007,1007
314,1175,-861,861
18817,18327,490,490
5800,6861,-1061,1061
52373,45122,7251,7251
470,1081,-611,611
17249,5464,11785,11785
8781,6717,2064,2064
5968,5879,89,89
26927,35916,-8989,8989
,16157,,
46728,29704,17024,17024
1960,4512,-2552,2552
80,27506,-27426,27426
50,16351,-16301,16301
30263,23120,7143,7143
6500,18192,-11692,11692
2901,3153,-252,252
22947,22758,189,189
8154,15429,-7275,7275
19757,15889,3868,3868
188,3233,-3045,3045
7200,7090,110,110
18817,19114,-297,297
4704,5949,-1245,1245
6115,7711,-1596,1596
18817,11606,7211,7211
10506,11090,-584,584
10092,10815,-723,723
2901,3153,-252,252
10976,11607,-631,631
11000,9968,1032,1032
8467,7834,633,633
17942,17574,368,368
29166,34757,-5591,5591
3607,8380,-4773,4773
28222,40062,-11840,11840
22000,25770,-3770,3770
706,34574,-33868,33868
470,2704,-2234,2234
4000,10027,-6027,6027
66485,76333,-9848,9848
941,5288,-4347,4347
12544,12650,-106,106
27924,30052,-2128,2128
42337,31032,11305,11305
23521,25843,-2322,2322
16935,19345,-2410,2410
16455,19942,-3487,3487
18211,19100,-889,889
19444,25108,-5664,5664
,22358,,
35570,44852,-9282,9282
4391,8467,-4076,4076
29793,38347,-8554,8554
22894,18410,4484,4484
16549,16533,16,16
100,19442,-19342,19342
4547,6203,-1656,1656
24462,22110,2352,2352
6586,9640,-3054,3054
627,18926,-18299,18299
42337,19116,23221,23221
25889,25063,826,826
21953,18945,3008,3008
19384,22937,-3553,3553
78,15049,-14971,14971
862,2776,-1914,1914
30420,39232,-8812,8812
21953,22901,-948,948
16621,11723,4898,4898
17249,17354,-105,105
10976,21658,-10682,10682
4391,5669,-1278,1278
28225,28212,13,13
39201,48911,-9710,9710
6000,3870,2130,2130
10349,10460,-111,111
6269,9854,-3585,3585
5175,6682,-1507,1507
,9207,,
12000,7095,4905,4905
50,8855,-8805,8805
10663,9324,1339,1339
1019,5022,-4003,4003
38725,36731,1994,1994
30,9987,-9957,9957
56136,30449,25687,25687
8624,5372,3252,3252
1098,17665,-16567,16567
15837,17676,-1839,1839
20385,13305,7080,7080
7840,6738,1102,1102
6272,6289,-17,17
12544,10068,2476,2476
7900,7842,58,58
1646,6844,-5198,5198
93079,166222,-73143,73143
549,5308,-4759,4759
,28472,,
4234,5174,-940,940
17249,8743,8506,8506
9722,7441,2281,2281
18189,11264,6925,6925
10945,16237,-5292,5292
15994,20401,-4407,4407
11604,5181,6423,6423
18189,17314,875,875
7527,8645,-1118,1118
10976,10127,849,849
4077,3973,104,104
470,5848,-5378,5378
,26315,,
392,4645,-4253,4253
21326,21688,-362,362
6586,4985,1601,1601
13172,13813,-641,641
52034,56784,-4750,4750
5959,8087,-2128,2128
11917,11055,862,862
11290,15346,-4056,4056
15677,13958,1719,1719
12858,15764,-2906,2906
12858,20264,-7406,7406
9095,8337,758,758
549,4102,-3553,3553
1725,2648,-923,923
47669,16927,30742,30742
4077,2993,1084,1084
11447,10273,1174,1174
16894,15684,1210,1210
21326,13594,7732,7732
10036,8046,1990,1990
282,4713,-4431,4431
2666,6076,-3410,3410
12544,9252,3292,3292
21900,18196,3704,3704
26306,32850,-6544,6544
12134,10831,1303,1303
,3143,,
50178,34596,15582,15582
13172,14203,-1031,1031
30800,21758,9042,9042
1019,14806,-13787,13787
17663,18641,-978,978
20297,21568,-1271,1271
1882,2269,-387,387
7840,6843,997,997
16621,17563,-942,942
22580,4614,17966,17966
16308,15953,355,355
96263,42774,53489,53489
6899,6599,300,300
2430,2845,-415,415
41629,23780,17849,17849
36485,22252,14233,14233
12858,14962,-2104,2104
94,3315,-3221,3221
18189,20035,-1846,1846
106627,102241,4386,4386
37006,17775,19231,19231
2587,6296,-3709,3709
28225,16966,11259,11259
13642,8846,4796,4796
10192,3521,6671,6671
7997,21217,-13220,13220
,43811,,
7213,12577,-5364,5364
65858,28958,36900,36900
4861,3657,1204,1204
10036,8594,1442,1442
,20915,,
43062,35906,7156,7156
,15501,,
31988,39570,-7582,7582
29793,23073,6720,6720
40766,7211,33555,33555
35971,37196,-1225,1225
220,2039,-1819,1819
18189,18279,-90,90
29793,17890,11903,11903
8781,17037,-8256,8256
4704,5792,-1088,1088
13485,16809,-3324,3324
2195,1749,446,446
706,1302,-596,596
19444,16698,2746,2746
21326,22336,-1010,1010
7840,7171,669,669
41281,41002,279,279
188,1558,-1370,1370
49864,47997,1867,1867
157,4292,-4135,4135
61154,31953,29201,29201
9408,10911,-1503,1503
68994,41706,27288,27288
22649,20924,1725,1725
8386,8571,-185,185
19416,15471,3945,3945
42651,24617,18034,18034
29777,33246,-3469,3469
4861,4876,-15,15
29793,15502,14291,14291
29793,23073,6720,6720
4547,5915,-1368,1368
24148,29599,-5451,5451
3607,5150,-1543,1543
15718,20612,-4894,4894
22894,20180,2714,2714
470,3481,-3011,3011
3450,3399,51,51
157,35394,-35237,35237
45210,43743,1467,1467
16308,17409,-1101,1101
4704,7571,-2867,2867
627,9468,-8841,8841
941,9611,-8670,8670
25889,23298,2591,2591
14113,35657,-21544,21544
188,3233,-3045,3045
13987,14863,-876,876
42337,35483,6854,6854
14740,10044,4696,4696
8781,6654,2127,2127
,18677,,
9095,14983,-5888,5888
13799,22666,-8867,8867
9408,9952,-544,544
10349,69960,-59611,59611
20500,24026,-3526,3526
21473,21943,-470,470
21326,34221,-12895,12895
392,7558,-7166,7166
9408,8821,587,587
2300,80098,-77798,77798
11704,11553,151,151
5802,3958,1844,1844
941,5252,-4311,4311
1019,5022,-4003,4003
59583,67936,-8353,8353
7840,9493,-1653,1653
706,1102,-396,396
11290,15627,-4337,4337
8154,6974,1180,1180
8154,6344,1810,1810
18189,19531,-1342,1342
,13032,,
470,4346,-3876,3876
41977,35348,6629,6629
135,20298,-20163,20163
14426,12788,1638,1638
22580,17418,5162,5162
46251,45132,1119,1119
11290,15211,-3921,3921
549,2054,-1505,1505
862,2776,-1914,1914
706,3603,-2897,2897
470,9432,-8962,8962
19444,40221,-20777,20777
50,13122,-13072,13072
10349,7707,2642,2642
23834,23324,510,510
4234,10497,-6263,6263
47757,40735,7022,7022
18189,18721,-532,532
392,1499,-1107,1107
40769,28550,12219,12219
23678,21580,2098,2098
7840,8337,-497,497
42102,43268,-1166,1166
27463,30510,-3047,3047
15677,17910,-2233,2233
28222,32557,-4335,4335
392,3953,-3561,3561
11964,8420,3544,3544
549,4641,-4092,4092
3,14043,-14040,14040
10976,17321,-6345,6345
13956,23001,-9045,9045
627,8893,-8266,8266
14426,11554,2872,2872
,2828,,
7840,13011,-5171,5171
6523,7823,-1300,1300
12287,13418,-1131,1131
27911,20041,7870,7870
21953,15587,6366,6366
22580,18958,3622,3622
17876,26506,-8630,8630
20071,21107,-1036,1036
30734,24948,5786,5786
13172,14145,-973,973
37006,27598,9408,9408
5940,8942,-3002,3002
10349,10529,-180,180
392,1422,-1030,1030
59586,40148,19438,19438
42651,24617,18034,18034
71817,46647,25170,25170
18384,18510,-126,126
2509,3167,-658,658
17500,16895,605,605
40,8641,-8601,8601
26657,13491,13166,13166
17249,18044,-795,795
13172,13002,170,170
3500,2709,791,791
15681,16497,-816,816
2430,3770,-1340,1340
862,4986,-4124,4124
5959,16239,-10280,10280
1646,3409,-1763,1763
15681,31119,-15438,15438
15994,6031,9963,9963
16308,15056,1252,1252
15681,16266,-585,585
35570,34603,967,967
220,1934,-1714,1714
16308,13237,3071,3071
8467,6839,1628,1628
48610,30748,17862,17862
22567,17299,5268,5268
18189,13113,5076,5076
,3272,,
9095,8279,816,816
15681,18809,-3128,3128
16308,12021,4287,4287
251,9065,-8814,8814
3136,9336,-6200,6200
150,5228,-5078,5078
314,1342,-1028,1028
21012,23901,-2889,2889
20344,49240,-28896,28896
23521,16316,7205,7205
39201,39117,84,84
3450,4716,-1266,1266
9879,6200,3679,3679
23521,14009,9512,9512
470,9709,-9239,9239
18817,20938,-2121,2121
941,1741,-800,800
109764,65674,44090,44090
31361,34376,-3015,3015
25719,27222,-1503,1503
7840,7501,339,339
188,2959,-2771,2771
5488,3637,1851,1851
17249,15712,1537,1537
11290,12508,-1218,1218
10820,10211,609,609
37301,37439,-138,138
5237,7432,-2195,2195
,2338,,
17876,34605,-16729,16729
38229,41182,-2953,2953
5331,6570,-1239,1239
,2638,,
470,5395,-4925,4925
50018,49364,654,654
15500,14585,915,915
23129,27087,-3958,3958
4077,4350,-273,273
14113,12623,1490,1490
17300,16946,354,354
38888,33605,5283,5283
44533,40315,4218,4218
19757,24283,-4526,4526
31047,31371,-324,324
9095,6465,2630,2630
37000,45617,-8617,8617
19444,29171,-9727,9727
44542,43504,1038,1038
392,1524,-1132,1132
,23039,,
